id,signum,location,parish,province,country,municipality,county,landscape,longitude,latitude,coordinate_status,comment
c625ad77-6878-4973-903a-6748354996b7,Gr 13,Ikigaat/Herjolfsnes,Herjolfsnes,,Greenland,,,,-44.72,59.99,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
1dcb8c89-3fe7-496e-9753-bd225d771c63,Gr 15,Ikigaat / Herjolfsnes,Herjolfsnes,,Greenland,,,,-44.72,59.99,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
ad27d565-0266-44ec-988d-87d2a6417bc0,Gr 16,Garðar,Garðar,,Greenland,,,,-45.42,60.99,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
bac077d4-0c57-43a6-b44b-46c6d94dd3a0,Gr 25,Garðar,Garðar,,Greenland,,,,-45.42,60.99,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
93ff9d09-9649-4490-a3df-48e8985fcfa7,Gr 32,Qassiarsuk/Brattahlid,Brattahlid,,Greenland,,,,-45.52,61.15,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
f737e0be-9c7a-4ea6-8430-bf534c7dc07c,Gr 34,Sandnes,Sandnes,,Greenland,,,,-50,64.1,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
044d7a2e-6277-4e7e-bdcc-6d4c1c940f65,Gr 35,Kilaarsarfik / Sandnes,Sandnes,,Greenland,,,,-50,64.1,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
f0f4fde5-93af-4637-bd44-9263cfe65380,Gr 36,Kilaarsarfik / Sandnes,Sandnes,,Greenland,,,,-50,64.1,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
47004113-0a22-4c1b-a8f1-0eef64ddb8fd,Gr 43,Kilaarsarfik / Sandnes,Sandnes,,Greenland,,,,-50,64.1,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
3408e014-71a5-4d4d-9a5a-b33bb233d2ec,Gr 51,Umiviiarsuk,Umiviiarsuk,,Greenland,,,,-45.42,60.99,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
95e9ddcf-d5bf-4215-adee-6f0ff6685a01,Gr 6,Herjolfsnes,Herjolfsnes,,Greenland,,,,-44.72,59.99,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
9ab8e523-8696-46f9-9b7d-e7c3edadef36,Gr 7,Herjolfsnes,Herjolfsnes,,Greenland,,,,-44.72,59.99,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
293cba5f-d2b2-43b3-92d8-3d670a20e599,Gr Austmannadal 5,Austmannadal,Austmannadal,,Greenland,,,,-45.26,61,HAS_COORDINATES,COORDS_OK - Greenland coordinates need verification
001d8eda-5f83-4f86-8021-887e0f885b28,LtRR 1987;248,Daugmale,Daugmale,,Latvia,,,,24.103832,56.948719,HAS_COORDINATES,COORDS_OK
b0ff41be-babd-4826-b05e-8f06647a270f,KJ 65,Bergakker,Stord sogn,Västeuropa,Netherlands,Stord,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
18103c85-9d94-4dde-8b41-6c74a87e33b4,KJ 08,Frøyhov,,Akershus,Norway,,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
337fb298-4caf-4279-a967-d3e41a781915,KJ 05,Opedal,,Hordaland,Norway,,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
2c2426d3-dcd5-4660-9fc1-942058358c74,KJ 56,Fløksand,Grytten sogn,Hordaland,Norway,Rauma,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
e09627c4-1a11-4273-bd7c-2d02bda508f2,KJ 58,Gjersvik,Sokndal sogn,Hordaland,Norway,Sokndal,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
8f060e20-2809-46cf-a760-9c39d2ca84f8,KJ 15,Einang,Klepp sogn,Oppland,Norway,Klepp,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
e9262322-7805-4004-b81b-2319088326b5,KJ 27,Øvre Stabu,Flemløse sogn,Oppland,Norway,Assens,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
7ad83477-a2fd-49d0-a5f6-5bd574b7a089,KJ 57,Nedre Hov,Sandar sogn,Oppland,Norway,Sandefjord,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
9e27699a-9363-46b8-8016-bfce86686288,KJ 21,Tune,Süderbrarup,Østfold,Norway,Süderbrarup,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
f402f05b-5d00-4707-a41d-139efeaff597,KJ 25,Førde,Næsbyhoved Broby sogn,Sogn og Fjordane,Norway,Odense,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
13556d57-a194-4d19-9019-5b43b4e0e831,KJ 16,Tanem,Gjerpen sogn,Sør-Trøndelag,Norway,Skien,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
bec0fbe1-bf52-4102-9368-94ce67c463c0,KJ 22,Bratsberg,Næsbyhoved Broby sogn,Sør-Trøndelag,Norway,Odense,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
a4a8a7ff-b0d9-47d6-9075-9e926814979f,KJ 61,Tveito,Tanums socken,Telemark,Norway,Tanum,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
c42b9b1f-3632-4f01-9ea8-ec64f670f274,N 305,Fortun kirke,Fortun sogn,Vestland,Norway,Luster,,,5.3533,60.3393,HAS_COORDINATES,COORDS_OK
91f3b58a-af8a-4d0d-85d4-6a4331248437,N 565,Gol kirke,Gol sogn,Viken,Norway,Gol,,,10.6832,59.908,HAS_COORDINATES,COORDS_OK
8eada7a6-1036-43e3-80f4-786468592bb3,KJ 48,Rozwadów,Time sogn,Östeuropa,Poland,Time,,,10.4,55.4,HAS_COORDINATES,DUPLICATE_INCORRECT_COORDS - Wrong generic coordinate
804d6954-d744-4583-bf63-ae9c31e74b42,Staraja Ladoga 2,Staraja Ladoga,,,Russia,,,,32.2969,59.9947,HAS_COORDINATES,COORDS_OK
92b70ab3-1b50-4ce3-9e27-584506f5efe3,DK Bl 1,Åryd,Halahult,Blekinge,Sverige,,,,14.99848,56.29746,HAS_COORDINATES,COORDS_OK
9bf46fe2-15da-45b8-a9d1-f3baef9c4417,DK Bl 12,Sturkö,Sturkö,Blekinge,Sverige,,,,15.72854,56.11326,HAS_COORDINATES,COORDS_OK
a0ada670-6551-4631-9907-40179e9fb876,DR 360,Björketorp Listerby socken,Listerby socken,Blekinge län,Sverige,Ronneby,Blekinge län,Blekinge,15.3807,56.2023,HAS_COORDINATES,COORDS_OK
6ff95e0c-cebd-47c2-92d9-e643855948dd,Bo Hoga,Hoga,Hoga,Bohuslän,Sverige,Orust,Västra Götalands län,,11.69902,58.159175,HAS_COORDINATES,COORDS_OK
85ae4941-7603-41f8-b3a7-43e525f0d37b,Bo Kalleby,Kalleby Tanums socken,Tanum,Bohuslän,Sverige,Tanum,Västra Götalands län,,11.332824,58.716508,HAS_COORDINATES,COORDS_OK
b6d04980-cf67-43e4-95e2-ec4eaf2e1aa6,Bo NIYR 1,Brastads kyrka,Brastad,Bohuslän,Sverige,Lysekil,Västra Götalands län,,11.50039,58.395438,HAS_COORDINATES,COORDS_OK
0f7d1a32-7e5b-441a-aac0-5d27503e1eaf,Bo NIYR 2,Kareby kyrka,Kareby,Bohuslän,Sverige,Uddevalla,Västra Götalands län,,11.912126,57.910345,HAS_COORDINATES,COORDS_OK
